"","playerID","1","2","3","4","5","6","7","8","9","10","11"
"61","anderla03","BOS","BOS","","","","","","","","",""
"62","anderti01","CHA","","","","","","","","","",""
"63","anderty01","COL","","","","","","","","","",""
"64","andinro01","BAL","BAL","SEA","MIA","","","","","","",""
"65","andrima01","TBA","TBA","","","","","","","","",""
"66","andruel01","TEX","TEX","TEX","TEX","TEX","TEX","","","","",""
"67","anglema01","BAL","","","","","","","","","",""
"68","ankieri01","WAS","WAS","HOU","NYN","","","","","","",""
"69","annade01","NYA","SLN","","","","","","","","",""
"70","antoldu01","TOR","","","","","","","","","",""
"71","aokino01","MIL","MIL","KCA","SFN","SEA","","","","","",""
"72","aquinja01","BAL","","","","","","","","","",""
"73","araujel01","PHI","PHI","","","","","","","","",""
"74","archech01","TBA","TBA","TBA","TBA","TBA","","","","","",""
"75","arciaor01","MIL","","","","","","","","","",""
"76","arciaos01","MIN","MIN","MIN","MIN","TBA","MIA","SDN","","","",""
"77","arenano01","COL","COL","COL","COL","","","","","","",""
"78","arencjp01","TOR","TOR","TOR","TEX","TBA","","","","","",""
"79","ariasjo01","SFN","SFN","SFN","SFN","","","","","","",""
"80","armstsh01","CLE","CLE","","","","","","","","",""
"81","arojo01","BOS","SEA","","","","","","","","",""
"82","arredjo01","CIN","CIN","","","","","","","","",""
"83","arrieja01","BAL","BAL","BAL","CHN","CHN","CHN","CHN","","","",""
"84","arroybr01","CIN","CIN","CIN","ARI","","","","","","",""
"85","arrueer01","LAN","","","","","","","","","",""
"86","ascanjo01","PIT","","","","","","","","","",""
"87","ascheco01","PHI","PHI","PHI","PHI","","","","","","",""
"88","asheral01","PHI","PHI","","","","","","","","",""
"89","ashlene01","MIL","","","","","","","","","",""
"90","asuajca01","SDN","","","","","","","","","",""
"91","atchisc01","BOS","BOS","NYN","CLE","CLE","","","","","",""
"92","atkinmi01","BAL","","","","","","","","","",""
"93","augenbr01","SLN","","","","","","","","","",""
"94","aumonph01","PHI","PHI","PHI","PHI","","","","","","",""
"95","austity01","NYA","","","","","","","","","",""
"96","averyxa01","BAL","","","","","","","","","",""
"97","avilaal01","DET","DET","DET","DET","DET","CHA","","","","",""
"98","avilalu01","ATL","ATL","ATL","ATL","LAN","LAN","","","","",""
"99","avilemi01","KCA","BOS","BOS","CLE","CLE","CLE","DET","","","",""
"100","axelrdy01","CHA","CHA","CHA","CIN","CIN","","","","","",""
"101","axforjo01","MIL","MIL","MIL","SLN","CLE","PIT","COL","OAK","","",""
"102","ayalalu01","NYA","BAL","BAL","ATL","","","","","","",""
"103","aybarer01","LAA","LAA","LAA","LAA","LAA","ATL","DET","","","",""
"104","badenbu01","FLO","TBA","MIL","BOS","CIN","","","","","",""
"105","baezda01","PHI","","","","","","","","","",""
"106","baezja01","CHN","CHN","CHN","","","","","","","",""
"107","baezpe01","LAN","LAN","LAN","","","","","","","",""
"108","bailean01","OAK","BOS","BOS","NYA","PHI","LAA","","","","",""
"109","baileho02","CIN","CIN","CIN","CIN","CIN","CIN","","","","",""
"110","bakerje03","CHN","CHN","DET","ATL","TEX","MIA","MIA","","","",""
"111","bakerjo01","FLO","SDN","SDN","CHN","","","","","","",""
"112","bakersc02","MIN","CHN","TEX","LAN","","","","","","",""
"113","balesco01","WAS","DET","CIN","","","","","","","",""
"114","balfogr01","OAK","OAK","OAK","TBA","TBA","","","","","",""
"115","bandyje01","LAA","LAA","","","","","","","","",""
"116","bantzbr01","SEA","","","","","","","","","",""
"117","banuema01","ATL","","","","","","","","","",""
"118","barajro01","LAN","PIT","","","","","","","","",""
"119","barbajo01","NYA","","","","","","","","","",""
"120","bardda01","BOS","BOS","BOS","","","","","","","",""
"121","bardjo01","SEA","","","","","","","","","",""
"122","barmecl01","HOU","PIT","PIT","PIT","SDN","","","","","",""
"123","barneau01","LAN","LAN","","","","","","","","",""
"124","barnebr02","HOU","HOU","COL","COL","COL","","","","","",""
"125","barneda01","CHN","CHN","CHN","CHN","LAN","LAN","TOR","TOR","","",""
"126","barneda02","TOR","","","","","","","","","",""
"127","barneja01","MIL","","","","","","","","","",""
"128","barnema01","BOS","BOS","BOS","","","","","","","",""
"129","barnesc01","CLE","CLE","","","","","","","","",""
"130","barneto01","TEX","","","","","","","","","",""
"131","barnhtu01","CIN","CIN","CIN","","","","","","","",""
"132","baronst01","SEA","","","","","","","","","",""
"133","barraky01","MIA","MIA","","","","","","","","",""
"134","barreaa01","WAS","WAS","","","","","","","","",""
"135","barreja01","ARI","","","","","","","","","",""
"136","barriyh01","MIL","","","","","","","","","",""
"137","bartlja01","SDN","SDN","MIN","","","","","","","",""
"138","bartoda02","OAK","OAK","OAK","OAK","","","","","","",""
"139","bassan01","SDN","SDN","SDN","HOU","TEX","","","","","",""
"140","bassich01","CHA","OAK","OAK","","","","","","","",""
"141","bastaan01","PHI","PHI","PHI","PHI","PIT","NYN","PIT","","","",""
"142","batismi01","SLN","NYN","NYN","ATL","","","","","","",""
"143","bauertr01","ARI","CLE","CLE","CLE","CLE","","","","","",""
"144","baumabu01","SDN","","","","","","","","","",""
"145","bautijo02","TOR","TOR","TOR","TOR","TOR","TOR","","","","",""
"146","baxtemi01","NYN","NYN","NYN","LAN","CHN","","","","","",""
"147","bayja01","NYN","NYN","SEA","","","","","","","",""
"148","beachbr01","ATL","ATL","ATL","LAN","","","","","","",""
"149","beatope01","NYN","NYN","BOS","BOS","ATL","","","","","",""
"150","beavabl01","SEA","SEA","SEA","SEA","","","","","","",""
"151","beckch01","TOR","TOR","","","","","","","","",""
"152","beckch02","CHA","CHA","","","","","","","","",""
"153","beckejo02","BOS","BOS","LAN","LAN","LAN","","","","","",""
"154","beckhgo01","CHA","CHA","CHA","CHA","LAA","CHA","ATL","SFN","","",""
"155","beckhti01","TBA","TBA","TBA","","","","","","","",""
"156","bedarer01","SEA","BOS","PIT","HOU","TBA","","","","","",""
"157","bedroca01","LAA","LAA","LAA","","","","","","","",""
"158","beeleda01","CHN","CHN","","","","","","","","",""
"159","beimejo01","PIT","SEA","SEA","","","","","","","",""
"160","belfimi01","BAL","","","","","","","","","",""
"161","belisma01","COL","COL","COL","COL","SLN","WAS","","","","",""
"162","belisro01","LAN","LAN","CHA","TBA","","","","","","",""
"163","belivje01","CHN","TBA","TBA","TBA","","","","","","",""
"164","bellaan01","TBA","","","","","","","","","",""
"165","bellhe01","SDN","MIA","ARI","TBA","","","","","","",""
"166","belljo01","BAL","ARI","","","","","","","","",""
"167","belljo02","PIT","","","","","","","","","",""
"168","belltr01","LAA","CIN","","","","","","","","",""
"169","belnovi01","TBA","","","","","","","","","",""
"170","belowdu01","DET","DET","MIA","","","","","","","",""
"171","beltbr01","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"172","beltrad01","TEX","TEX","TEX","TEX","TEX","TEX","","","","",""
"173","beltrca01","NYN","SFN","SLN","SLN","NYA","NYA","NYA","TEX","","",""
"174","beltren01","TEX","","","","","","","","","",""
"175","beninan01","BOS","","","","","","","","","",""
"176","benoijo01","DET","DET","DET","SDN","SDN","SEA","TOR","","","",""
"177","bensojo01","MIN","","","","","","","","","",""
"178","beresja01","MIN","","","","","","","","","",""
"179","bergebr02","BAL","ARI","","","","","","","","",""
"180","bergju01","CHN","","","","","","","","","",""
"181","bergmch01","COL","COL","COL","","","","","","","",""
"182","berkeja01","BAL","BAL","CHN","","","","","","","",""
"183","berkmla01","SLN","SLN","TEX","","","","","","","",""
"184","bernaro01","WAS","WAS","WAS","PHI","CIN","LAN","","","","",""
"185","bernido01","MIN","MIN","MIN","","","","","","","",""
"186","berrijo01","MIN","","","","","","","","","",""
"187","berryqu01","DET","BOS","BAL","CHN","","","","","","",""
"188","betande01","NYA","NYA","NYA","NYA","NYA","","","","","",""
"189","betanra01","COL","COL","COL","COL","","","","","","",""
"190","betanyu01","MIL","KCA","MIL","","","","","","","",""
"191","betemwi01","KCA","DET","BAL","BAL","","","","","","",""
"192","bethach01","ATL","ATL","ATL","SDN","","","","","","",""
"193","bettich01","COL","COL","COL","COL","","","","","","",""
"194","bettsmo01","BOS","BOS","BOS","","","","","","","",""
"195","biagijo01","TOR","","","","","","","","","",""
"196","biancje01","MIL","MIL","MIL","BOS","","","","","","",""
"197","billibr02","COL","OAK","NYA","","","","","","","",""
"198","billich01","LAN","LAN","LAN","PHI","","","","","","",""
"199","birdgr01","NYA","","","","","","","","","",""
"200","bixlebr01","WAS","HOU","","","","","","","","",""
"201","blachty01","SFN","","","","","","","","","",""
"202","blackch02","COL","COL","COL","COL","COL","COL","","","","",""
"203","blackni01","MIN","MIN","","","","","","","","",""
"204","blacktr01","SFN","OAK","HOU","TEX","","","","","","",""
"205","blackvi01","PIT","NYN","NYN","","","","","","","",""
"206","blairaa01","ATL","","","","","","","","","",""
"207","blairca01","OAK","","","","","","","","","",""
"208","blakeca01","LAN","","","","","","","","","",""
"209","blancan01","TEX","PHI","PHI","PHI","","","","","","",""
"210","blancgr01","SFN","SFN","SFN","SFN","SFN","","","","","",""
"211","blanche01","ARI","ARI","TOR","SEA","","","","","","",""
"212","blankky01","SDN","SDN","SDN","SDN","OAK","TEX","","","","",""
"213","blantjo01","PHI","PHI","LAN","LAA","KCA","PIT","LAN","","","",""
"214","blashja01","SDN","","","","","","","","","",""
"215","blazemi01","SLN","MIL","MIL","MIL","","","","","","",""
"216","bleieri01","NYA","","","","","","","","","",""
"217","blevije01","OAK","OAK","OAK","WAS","NYN","NYN","","","","",""
"218","bloomwi01","ARI","ARI","ARI","SEA","SEA","","","","","",""
"219","blumge01","ARI","ARI","","","","","","","","",""
"220","bochybr02","SFN","SFN","","","","","","","","",""
"221","boescbr01","DET","DET","NYA","LAA","CIN","","","","","",""
"222","bogaexa01","BOS","BOS","BOS","BOS","","","","","","",""
"223","boggsbr01","MIL","","","","","","","","","",""
"224","boggsmi01","SLN","SLN","SLN","COL","","","","","","",""
"225","bogusbr01","HOU","HOU","CHN","PHI","","","","","","",""
"226","bolsimi01","ARI","LAN","LAN","","","","","","","",""
"227","bondeje01","SEA","DET","","","","","","","","",""
"228","bonifem01","FLO","MIA","TOR","KCA","CHN","ATL","CHA","ATL","","",""
"229","bonilli01","TEX","","","","","","","","","",""
"230","bootcch01","NYA","","","","","","","","","",""
"231","borboju01","TEX","TEX","CHN","BAL","","","","","","",""
"232","boscajc01","ATL","ATL","CHN","","","","","","","",""
"233","boscawi01","PIT","","","","","","","","","",""
"234","boshebu01","LAA","MIN","","","","","","","","",""
"235","bourgja01","HOU","KCA","TBA","CIN","CIN","","","","","",""
"236","bourjpe01","LAA","LAA","LAA","SLN","SLN","PHI","","","","",""
"237","bourju01","MIA","MIA","MIA","","","","","","","",""
"238","bournmi01","HOU","ATL","ATL","CLE","CLE","CLE","ATL","ARI","BAL","",""
"239","bowdemi01","BOS","BOS","CHN","CHN","","","","","","",""
"240","bowkejo01","PIT","PHI","","","","","","","","",""
"241","bowmama01","SLN","","","","","","","","","",""
"242","boxbebr01","SDN","SDN","TBA","TBA","TBA","","","","","",""
"243","boydma01","TOR","DET","DET","","","","","","","",""
"244","boyerbl01","NYN","SDN","MIN","MIL","","","","","","",""
"245","brachbr01","SDN","SDN","SDN","BAL","BAL","BAL","","","","",""
"246","brachsi01","ARI","ARI","","","","","","","","",""
"247","brackan01","NYA","","","","","","","","","",""
"248","braddza01","MIL","","","","","","","","","",""
"249","bradeda01","OAK","","","","","","","","","",""
"250","bradlar01","ARI","ARI","","","","","","","","",""
"251","bradlja02","BOS","BOS","BOS","BOS","","","","","","",""
"252","bradlje01","ATL","","","","","","","","","",""
"253","bradlmi01","SEA","","","","","","","","","",""
"254","brantmi02","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"255","brantro01","MIA","MIA","CHA","","","","","","","",""
"256","branyru01","ARI","LAA","","","","","","","","",""
"257","brasiry01","LAA","","","","","","","","","",""
"258","braulst01","PIT","","","","","","","","","",""
"259","braunry02","MIL","MIL","MIL","MIL","MIL","MIL","","","","",""
"260","braybi01","CIN","CIN","","","","","","","","",""
"261","brazoyh01","ARI","","","","","","","","","",""
"262","bregmal01","HOU","","","","","","","","","",""
"263","brentbr01","BOS","BOS","","","","","","","","",""
"264","breslcr01","OAK","ARI","BOS","BOS","BOS","BOS","MIA","","","",""
"265","brettry01","TBA","","","","","","","","","",""
"266","brewech01","ARI","","","","","","","","","",""
"267","briceau01","MIA","","","","","","","","","",""
"268","bridwpa01","BAL","","","","","","","","","",""
"269","brighja01","ATL","","","","","","","","","",""
"270","brignre01","TBA","TBA","COL","NYA","PHI","MIA","ATL","","","",""
"271","britoso01","ARI","ARI","","","","","","","","",""
"272","brittdr01","BOS","BOS","","","","","","","","",""
"273","brittza01","BAL","BAL","BAL","BAL","BAL","BAL","","","","",""
"274","broadmi01","SFN","SFN","","","","","","","","",""
"275","brodebr01","WAS","","","","","","","","","",""
"276","brookaa01","KCA","KCA","OAK","","","","","","","",""
"277","brothre01","COL","COL","COL","COL","COL","","","","","",""
"278","brownan02","SLN","COL","NYN","NYN","","","","","","",""
"279","brownba01","SLN","","","","","","","","","",""
"280","brownbr02","COL","COL","","","","","","","","",""
"281","brownco01","WAS","WAS","WAS","BOS","","","","","","",""
"282","browndo01","PHI","PHI","PHI","PHI","PHI","","","","","",""
"283","browndu01","PIT","","","","","","","","","",""
"284","brownga02","SFN","","","","","","","","","",""
"285","brownjo05","MIA","","","","","","","","","",""
"286","browntr01","SFN","SFN","","","","","","","","",""
"287","broxtjo01","LAN","KCA","CIN","CIN","CIN","MIL","MIL","SLN","SLN","",""
"288","broxtke01","PIT","MIL","","","","","","","","",""
"289","bruceja01","CIN","CIN","CIN","CIN","CIN","CIN","NYN","","","",""
"290","brummty01","PHI","","","","","","","","","",""
"291","brunebr01","CHA","CHA","","","","","","","","",""
"292","bryankr01","CHN","CHN","","","","","","","","",""
"293","buchada01","PHI","PHI","","","","","","","","",""
"294","buchaja01","HOU","HOU","CHN","","","","","","","",""
"295","buchhcl01","BOS","BOS","BOS","BOS","BOS","BOS","","","","",""
"296","buchhta01","NYN","","","","","","","","","",""
"297","buchtry01","ATL","SDN","","","","","","","","",""
"298","buckjo01","FLO","MIA","NYN","PIT","SEA","LAA","","","","",""
"299","bucknbi02","LAA","SDN","","","","","","","","",""
"300","bucktr01","CLE","HOU","","","","","","","","",""
"301","buehrma01","CHA","MIA","TOR","TOR","TOR","","","","","",""
"302","buenofr01","KCA","KCA","KCA","","","","","","","",""
"303","buentja01","FLO","TBA","","","","","","","","",""
"304","bulgeja01","LAA","","","","","","","","","",""
"305","bumgama01","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"306","bundydy01","BAL","BAL","","","","","","","","",""
"307","burawda01","NYA","ATL","","","","","","","","",""
"308","burgoen02","ARI","ARI","","","","","","","","",""
"309","burgohi01","MIL","","","","","","","","","",""
"310","burkegr01","NYN","","","","","","","","","",""
"311","burneaj01","NYA","PIT","PIT","PHI","PIT","","","","","",""
"312","burneal01","MIN","MIN","BAL","CHN","","","","","","",""
"313","burnese01","WAS","WAS","LAA","LAA","WAS","","","","","",""
"314","burnsan01","TOR","","","","","","","","","",""
"315","burnsbi02","OAK","OAK","OAK","KCA","","","","","","",""
"316","burnsco01","SDN","TEX","","","","","","","","",""
"317","burrebr01","PIT","","","","","","","","","",""
"318","burrepa01","SFN","","","","","","","","","",""
"319","burriem01","SFN","SFN","WAS","PHI","","","","","","",""
"320","burrose01","ARI","MIN","","","","","","","","",""
"321","burtoja01","CIN","MIN","MIN","MIN","","","","","","",""
"322","buschma01","ARI","","","","","","","","","",""
"323","bushda01","TEX","TOR","","","","","","","","",""
"324","bushma01","TEX","","","","","","","","","",""
"325","bussni01","LAN","LAA","","","","","","","","",""
"326","buterdr01","MIN","MIN","MIN","LAN","LAN","LAA","KCA","KCA","","",""
"327","butlebi03","KCA","KCA","KCA","KCA","OAK","OAK","NYA","","","",""
"328","butleda01","BOS","","","","","","","","","",""
"329","butleed01","COL","COL","COL","","","","","","","",""
"330","butlejo04","TEX","SLN","TBA","","","","","","","",""
"331","butleke01","SLN","SLN","","","","","","","","",""
"332","buxtoby01","MIN","MIN","","","","","","","","",""
"333","byrdati01","NYN","NYN","NYN","","","","","","","",""
"334","byrdma01","CHN","CHN","BOS","NYN","PIT","PHI","CIN","SFN","CLE","",""
"335","cabrace01","NYA","NYA","BAL","","","","","","","",""
"336","cabreal03","CHN","CHN","","","","","","","","",""
"337","cabreas01","CLE","CLE","CLE","CLE","WAS","TBA","NYN","","","",""
"338","cabreed01","COL","","","","","","","","","",""
"339","cabreev01","SDN","SDN","SDN","SDN","BAL","","","","","",""
"340","cabrema01","ATL","","","","","","","","","",""
"341","cabreme01","KCA","SFN","TOR","TOR","CHA","CHA","","","","",""
"342","cabremi01","DET","DET","DET","DET","DET","DET","","","","",""
"343","cabreor01","CLE","SFN","","","","","","","","",""
"344","cabrera01","CIN","CIN","","","","","","","","",""
"345","cahiltr01","OAK","ARI","ARI","ARI","ATL","CHN","CHN","","","",""
"346","cainlo01","KCA","KCA","KCA","KCA","KCA","KCA","","","","",""
"347","cainma01","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"348","cairomi01","CIN","CIN","","","","","","","","",""
"349","calhoko01","LAA","LAA","LAA","LAA","LAA","","","","","",""
"350","calixor01","KCA","","","","","","","","","",""
"351","callaal01","LAA","LAA","LAA","OAK","OAK","ATL","LAN","","","",""
"352","camermi01","BOS","FLO","","","","","","","","",""
"353","caminar01","MIA","MIA","PIT","PIT","SEA","","","","","",""
"354","campato01","CHN","CHN","ARI","ARI","LAA","","","","","",""
"355","campber01","NYN","NYN","NYN","","","","","","","",""
"356","campojo01","ARI","","","","","","","","","",""
"357","campole01","SDN","SDN","SDN","","","","","","","",""
"358","campsh01","TOR","CHN","CHN","PHI","","","","","","",""
"359","cancero01","HOU","","","","","","","","","",""
"360","candeje01","CHN","","","","","","","","","",""
"361","canhama01","OAK","OAK","","","","","","","","",""
"362","canoro01","NYA","NYA","NYA","SEA","SEA","SEA","","","","",""
"363","cantujo01","SDN","","","","","","","","","",""
"364","canzlru01","TBA","CLE","","","","","","","","",""
"365","cappsca01","SEA","SEA","MIA","MIA","","","","","","",""
"366","cappsma01","MIN","MIN","","","","","","","","",""
"367","capuach01","NYN","LAN","LAN","BOS","NYA","NYA","MIL","","","",""
"368","carasma01","COL","","","","","","","","","",""
"369","cardead01","CHN","","","","","","","","","",""
"370","cardust01","COL","","","","","","","","","",""
"371","carigan01","OAK","OAK","","","","","","","","",""
"372","carlilu01","CLE","","","","","","","","","",""
"373","carlybu01","NYA","NYN","NYN","","","","","","","",""
"374","carmofa01","CLE","CLE","TBA","PHI","LAN","HOU","ATL","","","",""
"375","carpean01","PHI","SDN","TOR","","","","","","","",""
"376","carpech01","SLN","SLN","","","","","","","","",""
"377","carpech02","CHN","BOS","","","","","","","","",""
"378","carpeda01","HOU","HOU","TOR","ATL","ATL","NYA","WAS","","","",""
"379","carpeda02","LAA","LAA","LAA","ATL","","","","","","",""
"380","carpema01","SLN","SLN","SLN","SLN","SLN","SLN","","","","",""
"381","carpmi01","SEA","SEA","BOS","BOS","TEX","","","","","",""
"382","carraca01","CLE","CLE","CLE","CLE","CLE","","","","","",""
"383","carradj01","NYN","NYN","","","","","","","","",""
"384","carreez01","CLE","CLE","PHI","CLE","DET","TOR","TOR","","","",""
"385","carrejo01","TOR","TOR","","","","","","","","",""
"386","carrobr01","MIL","WAS","","","","","","","","",""
"387","carroja01","LAN","MIN","MIN","KCA","","","","","","",""
"388","carrosc02","CHA","CHA","CHA","","","","","","","",""
"389","carsoma01","MIN","CLE","","","","","","","","",""
"390","carsoro01","NYN","NYN","","","","","","","","",""
"391","cartech02","OAK","OAK","HOU","HOU","HOU","MIL","","","","",""
"392","casalcu01","TBA","TBA","TBA","","","","","","","",""
"393","cashnan01","CHN","SDN","SDN","SDN","SDN","SDN","MIA","","","",""
"394","casilal01","MIN","MIN","BAL","BAL","","","","","","",""
"395","cassebo01","LAA","LAA","","","","","","","","",""
"396","casteal01","LAN","LAN","","","","","","","","",""
"397","casteni01","DET","DET","DET","DET","","","","","","",""
"398","castial02","ARI","","","","","","","","","",""
"399","castile01","CHN","","","","","","","","","",""
"400","castiru01","BOS","BOS","BOS","","","","","","","",""
"401","castiwe01","CHN","CHN","CHN","CHN","CHN","SEA","ARI","ARI","","",""
"402","castran01","OAK","","","","","","","","","",""
"403","castrda01","ATL","ATL","","","","","","","","",""
"404","castrja01","HOU","HOU","HOU","HOU","HOU","","","","","",""
"405","castrju01","LAN","","","","","","","","","",""
"406","castrmi01","TOR","COL","COL","","","","","","","",""
"407","castrra01","CHA","","","","","","","","","",""
"408","castrsi01","CHA","COL","","","","","","","","",""
"409","castrst01","CHN","CHN","CHN","CHN","CHN","NYA","","","","",""
"410","cecchga01","BOS","BOS","","","","","","","","",""
"411","cecchga02","NYN","","","","","","","","","",""
"412","cecilbr01","TOR","TOR","TOR","TOR","TOR","TOR","","","","",""
"413","cecilda01","NYN","TOR","","","","","","","","",""
"414","cedajo01","FLO","","","","","","","","","",""
"415","cedenro02","PIT","NYN","HOU","SDN","PHI","","","","","",""
"416","cedenxa01","HOU","HOU","HOU","WAS","WAS","WAS","TBA","TBA","","",""
"417","centeju01","NYN","NYN","MIL","MIN","","","","","","",""
"418","cervefr01","NYA","NYA","NYA","NYA","PIT","PIT","","","","",""
"419","cervehu01","ATL","MIA","","","","","","","","",""
"420","cespeyo01","OAK","OAK","OAK","BOS","DET","NYN","NYN","","","",""
"421","cessalu01","NYA","","","","","","","","","",""
"422","chacijh01","COL","COL","COL","COL","ARI","ATL","LAA","","","",""
"423","chafian01","ARI","ARI","ARI","","","","","","","",""
"424","chambad01","SLN","SLN","SLN","","","","","","","",""
"425","chambjo03","NYA","NYA","NYA","DET","DET","KCA","CLE","","","",""
"426","chapmar01","CIN","CIN","CIN","CIN","CIN","NYA","CHN","","","",""
"427","chapmja02","CHN","","","","","","","","","",""
"428","chapmke02","HOU","HOU","HOU","HOU","","","","","","",""
"429","chargjt01","MIN","","","","","","","","","",""
"430","chatwty01","LAA","COL","COL","COL","COL","","","","","",""
"431","chaveen01","TEX","BAL","SEA","SEA","","","","","","",""
"432","chaveer01","NYA","NYA","ARI","ARI","","","","","","",""
"433","chaveje01","KCA","TOR","OAK","OAK","OAK","OAK","TOR","LAN","","",""
"434","chenbr01","KCA","KCA","KCA","KCA","CLE","","","","","",""
"435","chenwe02","BAL","BAL","BAL","BAL","MIA","","","","","",""
"436","chiriro01","TBA","TEX","TEX","TEX","TEX","","","","","",""
"437","chiselo01","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"438","choatra01","FLO","MIA","LAN","SLN","SLN","SLN","","","","",""
"439","choicmi01","OAK","TEX","TEX","","","","","","","",""
"440","choiji01","LAA","","","","","","","","","",""
"441","choosh01","CLE","CLE","CIN","TEX","TEX","TEX","","","","",""
"442","chrisju01","SFN","SFN","","","","","","","","",""
"443","chrisni01","CIN","CIN","","","","","","","","",""
"444","chulkvi01","MIL","","","","","","","","","",""
"445","cingrto01","CIN","CIN","CIN","CIN","CIN","","","","","",""
"446","ciriape01","PIT","BOS","BOS","SDN","KCA","KCA","ATL","","","",""
"447","cishest01","FLO","MIA","MIA","MIA","MIA","SLN","SEA","","","",""
"448","cisnejo01","HOU","HOU","","","","","","","","",""
"449","claibpr01","NYA","NYA","","","","","","","","",""
"450","clarkco01","HOU","","","","","","","","","",""
"451","clarkma02","MIL","","","","","","","","","",""
"452","clarkza01","BAL","","","","","","","","","",""
"453","claudal01","TEX","TEX","TEX","","","","","","","",""
"454","clemeje01","PIT","","","","","","","","","",""
"455","clemepa02","HOU","HOU","MIA","SDN","","","","","","",""
"456","cletoma01","SLN","SLN","SLN","CHA","","","","","","",""
"457","clevest01","CHN","CHN","CHN","BAL","BAL","BAL","SEA","","","",""
"458","clevimi01","CLE","","","","","","","","","",""
"459","clippty01","WAS","WAS","WAS","WAS","OAK","NYN","ARI","NYA","","",""
"460","cloydty01","PHI","PHI","","","","","","","","",""
